crib,n./v.,5
cricket,n.,3
crime,n.,2
criminal,adj./n.,3
cripple,n./v.,4
crisis,n.,2
crisp,adj.,3
crispy,adj.,3
criterion,n.,6
critic,n.,4
critical,adj.,4
criticism,n.,4
criticize,v.,4
crocodile,n.,5
crook,n./v.,6
crooked,adj.,6
crop,n./v.,2
cross,n./v.,2
crossing,n.,5
crouch,v./n.,5
crow,n.,1
crow,v.,2
crowd,n./v.,2
crown,n./v.,3
crucial,adj.,6
crude,adj.,6
cruel,adj.,2
cruelty,n.,4
cruise,v./n.,6
cruiser,n.,6
crumb,n.,6
crumble,v./n.,6
crunch,v./n.,5
crunchy,adj.,3
crush,v./n.,4
crust,n./v.,6
crutch,n.,3
cry,v./n.,1
crystal,n./adj.,5
cub,n.,1
cube,n./v.,4
cucumber,n.,4
cue,n./v.,4
cuisine,n.,5
cultivate,v.,6
cultural,adj.,3
culture,n.,2
cumulative,adj.,6
cunning,adj./n.,4
cup,n./v.,1
cupboard,n.,3
curb,n./v.,5
cure,v./n.,2
curiosity,n.,4
curious,adj.,2
curl,v./n.,4
currency,n.,5
current,adj./n.,3
curriculum,n.,5
curry,n./v.,5
curse,n./v.,4
curtain,n./v.,2
drape,n./v.,2
curve,n./v.,4
cushion,n./v.,4
custom,n.,2
customary,adj.,6
customer,n.,2
customs,n.,5
cut,v./n.,1
cute,adj.,1
cycle,n./v.,3
