suffer,v.,3
sufficient,adj.,3
suffocate,v.,6
sugar,n./v.,1
suggest,v.,3
suggestion,n.,4
suicide,n.,3
suit,n.,2
suit,v.,2
suitable,adj.,3
suitcase,n.,5
suite,n.,6
sulfur,n.,5
sum,n./v.,3
summarize,v.,4
summary,n.,3
summer,n.,1
summit,n.,3
summon,v.,5
sun,n./v.,1
Sunday,n.,1
Sun.,n.,1
sunny,adj.,2
super,adj./adv.,1
superb,adj.,6
superficial,adj.,5
superior,adj./n.,3
superiority,n.,6
supermarket,n.,2
supersonic,adj.,6
superstition,n.,5
superstitious,adj.,6
supervise,v.,5
supervision,n.,6
supervisor,n.,5
supper,n.,1
supplement,n./v.,6
supply,v./n.,2
support,v./n.,2
suppose,v.,3
suppress,n./v.,5
supreme,adj.,5
sure,adj./adv.,1
surf,n./v.,4
surface,n./v.,2
surge,n./v.,5
surgeon,n.,4
surgery,n.,4
surpass,v.,6
surplus,n./adj.,6
surprise,n./v.,1
surrender,v./n.,4
surround,v.,3
surroundings,n.,4
survey,v./n.,3
survival,n.,3
survive,v.,2
survivor,n.,3
suspect,v./n./adj.,3
suspend,v.,5
suspense,n.,6
suspension,n.,6
suspicion,n.,3
suspicious,adj.,4
sustain,v.,5
swallow,n.,2
swallow,v./n.,2
swamp,n./v.,5
swan,n.,2
swap,v./n.,6
swarm,n./v.,5
sway,v./n.,4
swear,v.,3
sweat,n./v.,3
sweater,n.,2
sweep,v./n.,2
sweet,adj.,1
swell,v./n.,3
swift,adj.,3
swim,v./n.,1
swing,v./n.,2
switch,n./v.,3
sword,n.,3
syllable,n.,4
symbol,n.,2
symbolic,adj.,6
symbolize,v.,6
symmetry,n.,6
sympathetic,adj.,4
sympathize,v.,5
sympathy,n.,4
symphony,n.,4
symptom,n.,6
synonym,n.,6
synthetic,adj./n.,6
syrup,n.,4
system,n.,3
systematic,adj.,4
